,Company,Bar Name,RefNo,Review Date,Cocoa %,Rating,Bean Type,Company Country Name,Bean Origin Country Name,Ethical,Country Lat,Country Lng,Country Abbr,Origin Lat,Origin Lng,Origin Abbr,Origin Cont
17,A. Morin,Carenero,1315,2014,70%,2.75,Criollo,France,Venezuela (Bolivarian Republic of),no,46.227638,2.213749,FR,6.42375,-66.58973,VE,SA
18,A. Morin,Quilla,1704,2015,70%,3.5,,France,Peru,no,46.227638,2.213749,FR,-9.189967,-75.015152,PE,SA
19,A. Morin,Akata,1680,2015,70%,3.5,,France,Togo,no,46.227638,2.213749,FR,8.619543,0.824782,TG,AF
20,A. Morin,Atsane,1676,2015,70%,3.0,,France,Togo,no,46.227638,2.213749,FR,8.619543,0.824782,TG,AF
21,A. Morin,Kpime,1676,2015,70%,2.75,,France,Togo,no,46.227638,2.213749,FR,8.619543,0.824782,TG,AF
22,A. Morin,Agua Grande,1876,2016,63%,3.75,,France,Sao Tome and Principe,no,46.227638,2.213749,FR,0.18636,6.613080999999999,ST,AF
23,Acalli,"Chulucanas, El Platanal",1462,2015,70%,3.75,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
24,Acalli,"Tumbes, Norandino",1470,2015,70%,3.75,Criollo,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
25,Adi aka Fijiana (Easy In Ltd),Vanua Levu,705,2011,88%,3.5,Trinitario,Fiji,Fiji,no,-17.713371,178.065032,FJ,-17.713371,178.065032,FJ,OC
26,Adi aka Fijiana (Easy In Ltd),"Vanua Levu, Ami-Ami-CA",705,2011,72%,3.5,Trinitario,Fiji,Fiji,no,-17.713371,178.065032,FJ,-17.713371,178.065032,FJ,OC
27,Adi aka Fijiana (Easy In Ltd),"Vanua Levu, Toto-A",705,2011,80%,3.25,Trinitario,Fiji,Fiji,no,-17.713371,178.065032,FJ,-17.713371,178.065032,FJ,OC
28,Adi aka Fijiana (Easy In Ltd),Vanua Levu,705,2011,60%,2.75,Trinitario,Fiji,Fiji,no,-17.713371,178.065032,FJ,-17.713371,178.065032,FJ,OC
29,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70%,3.0,Forastero (Arriba),Ecuador,Ecuador,no,-1.831239,-78.18340599999999,EC,-1.831239,-78.18340599999999,EC,SA
30,Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,55%,2.75,Forastero (Arriba),Ecuador,Ecuador,no,-1.831239,-78.18340599999999,EC,-1.831239,-78.18340599999999,EC,SA
31,Ah Cacao,Tabasco,316,2009,70%,3.0,Criollo,Mexico,Mexico,no,23.634501,-102.552784,MX,23.634501,-102.552784,MX,NA
32,Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75%,2.75,Forastero,Switzerland,Brazil,no,46.818188,8.227511999999999,CH,-14.235004,-51.92528,BR,SA
33,Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75%,2.75,Criollo,Switzerland,Madagascar,no,46.818188,8.227511999999999,CH,-18.766947,46.869107,MG,AF
34,Akesson's (Pralus),"Bali (west), Sukrama Family, Melaya area",636,2011,75%,3.75,Trinitario,Switzerland,Indonesia,no,46.818188,8.227511999999999,CH,-0.789275,113.921327,ID,AS
35,Alain Ducasse,"Piura, Perou",1173,2013,75%,2.5,,France,Peru,no,46.227638,2.213749,FR,-9.189967,-75.015152,PE,SA
36,Alain Ducasse,Chuao,1061,2013,75%,2.5,Trinitario,France,Venezuela (Bolivarian Republic of),no,46.227638,2.213749,FR,6.42375,-66.58973,VE,SA
37,Alain Ducasse,Madagascar,1215,2014,75%,3.0,Trinitario,France,Madagascar,no,46.227638,2.213749,FR,-18.766947,46.869107,MG,AF
38,Alain Ducasse,Trinite,1215,2014,65%,2.75,Trinitario,France,Trinidad and Tobago,no,46.227638,2.213749,FR,10.691803,-61.222503,TT,NA
39,Alain Ducasse,Vietnam,1215,2014,75%,2.75,Trinitario,France,Viet Nam,no,46.227638,2.213749,FR,14.058324,108.277199,VN,AS
40,Alain Ducasse,Mexique,1992,2017,75%,3.5,Criollo (Porcelana),France,Mexico,no,46.227638,2.213749,FR,23.634501,-102.552784,MX,NA
41,Alexandre,"Winak Coop, Napo",1944,2017,70%,3.5,Forastero (Nacional),Netherlands,Ecuador,no,52.132633,5.291265999999999,NL,-1.831239,-78.18340599999999,EC,SA
42,Alexandre,"La Dalia, Matagalpa",1944,2017,70%,3.5,"Criollo, Trinitario",Netherlands,Nicaragua,no,52.132633,5.291265999999999,NL,12.865416,-85.207229,NI,NA
43,Alexandre,"Makwale Village, Kyela",1944,2017,70%,3.5,Forastero,Netherlands,"Tanzania, United Republic of",no,52.132633,5.291265999999999,NL,-6.369028,34.888822,TZ,AF
44,Alexandre,Tien Giang,1944,2017,70%,3.5,Trinitario,Netherlands,Viet Nam,no,52.132633,5.291265999999999,NL,14.058324,108.277199,VN,AS
45,Altus aka Cao Artisan,Oko Caribe,2044,2018,70%,3.0,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
46,Altus aka Cao Artisan,Bolivia,1129,2013,80%,3.25,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
47,Altus aka Cao Artisan,Bolivia,1133,2013,60%,3.0,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
48,Altus aka Cao Artisan,Conacado,1125,2013,60%,3.0,Trinitario,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
49,Altus aka Cao Artisan,Peru,1133,2013,60%,3.25,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
50,Altus aka Cao Artisan,Sur del Lago,1125,2013,60%,2.5,,United States of America,Venezuela (Bolivarian Republic of),no,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
51,Altus aka Cao Artisan,CIAAB Coop,1732,2016,60%,2.5,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
52,Altus aka Cao Artisan,Gruppo Salinas,1732,2016,60%,2.75,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
53,Altus aka Cao Artisan,Momotombo,1728,2016,60%,2.75,,United States of America,Nicaragua,no,37.09024,-95.712891,US,12.865416,-85.207229,NI,NA
54,Altus aka Cao Artisan,Acopagro,1728,2016,60%,3.0,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
55,Altus aka Cao Artisan,Villa Andina,1732,2016,60%,2.5,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
56,Amano,Madagascar,129,2007,70%,3.5,Trinitario,United States of America,Madagascar,yes,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
57,Amano,Ocumare,175,2007,70%,3.75,Criollo,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
58,Amano,Cuyagua,147,2007,70%,3.0,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
59,Amano,"Bali, Jembrana",304,2008,70%,2.75,,United States of America,Indonesia,yes,37.09024,-95.712891,US,-0.789275,113.921327,ID,AS
60,Amano,Montanya,363,2009,70%,3.0,,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
61,Amano,Dos Rios,470,2010,70%,3.75,,United States of America,Dominican Republic,yes,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
62,Amano,Guayas,470,2010,70%,4.0,,United States of America,Ecuador,yes,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
63,Amano,Chuao,544,2010,70%,3.0,Trinitario,United States of America,Venezuela (Bolivarian Republic of),yes,37.09024,-95.712891,US,6.42375,-66.58973,VE,SA
64,Amano,Morobe,725,2011,70%,4.0,,United States of America,Papua New Guinea,yes,37.09024,-95.712891,US,-6.314992999999999,143.95555,PG,OC
65,Amatller (Simon Coll),Ecuador,327,2009,70%,2.75,,Spain,Ecuador,no,40.46366700000001,-3.74922,ES,-1.831239,-78.18340599999999,EC,SA
66,Amatller (Simon Coll),Ecuador,464,2009,85%,2.75,,Spain,Ecuador,no,40.46366700000001,-3.74922,ES,-1.831239,-78.18340599999999,EC,SA
67,Amatller (Simon Coll),Ghana,322,2009,70%,3.0,Forastero,Spain,Ghana,no,40.46366700000001,-3.74922,ES,7.946527,-1.023194,GH,AF
68,Amatller (Simon Coll),Ghana,464,2009,85%,3.0,Forastero,Spain,Ghana,no,40.46366700000001,-3.74922,ES,7.946527,-1.023194,GH,AF
69,Amazing Cacao,Platan Bajo,1964,2017,70%,3.5,,Russian Federation,Peru,no,61.52401,105.318756,RU,-9.189967,-75.015152,PE,SA
70,Amazing Cacao,Maranon,1964,2017,70%,3.0,,Russian Federation,Peru,no,61.52401,105.318756,RU,-9.189967,-75.015152,PE,SA
71,Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73%,3.5,Trinitario,Peru,Peru,no,-9.189967,-75.015152,PE,-9.189967,-75.015152,PE,SA
72,Amazona,"LamasdelChanka, San Martin, Oro Verde coop",1145,2013,72%,3.25,,Peru,Peru,no,-9.189967,-75.015152,PE,-9.189967,-75.015152,PE,SA
73,Ambrosia,Belize,1494,2015,64%,3.0,Trinitario,Canada,Belize,no,56.130366,-106.346771,CA,17.189877,-88.49765,BZ,NA
74,Ambrosia,Dominican Republic,1498,2015,75%,3.25,,Canada,Dominican Republic,no,56.130366,-106.346771,CA,18.735693,-70.162651,DO,NA
75,Ambrosia,Madagascar,1494,2015,66%,3.25,Trinitario,Canada,Madagascar,no,56.130366,-106.346771,CA,-18.766947,46.869107,MG,AF
76,Ambrosia,Papua New Guinea,1498,2015,63%,3.25,,Canada,Papua New Guinea,no,56.130366,-106.346771,CA,-6.314992999999999,143.95555,PG,OC
77,Ambrosia,Peru,1498,2015,68%,3.5,,Canada,Peru,no,56.130366,-106.346771,CA,-9.189967,-75.015152,PE,SA
78,Ambrosia,Venezuela,1498,2015,70%,3.25,,Canada,Venezuela (Bolivarian Republic of),no,56.130366,-106.346771,CA,6.42375,-66.58973,VE,SA
80,Amedei,Ecuador,123,2007,70%,3.0,Trinitario,Italy,Ecuador,no,41.87194,12.56738,IT,-1.831239,-78.18340599999999,EC,SA
81,Amedei,Grenada,123,2007,70%,3.5,Trinitario,Italy,Grenada,no,41.87194,12.56738,IT,12.1165,-61.67899999999999,GD,NA
82,Amedei,Jamaica,123,2007,70%,3.0,Trinitario,Italy,Jamaica,no,41.87194,12.56738,IT,18.109581,-77.297508,JM,NA
83,Amedei,Trinidad,129,2007,70%,3.5,Trinitario,Italy,Trinidad and Tobago,no,41.87194,12.56738,IT,10.691803,-61.222503,TT,NA
84,Amedei,Venezuela,123,2007,70%,3.75,Trinitario (85% Criollo),Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
86,Amedei,"Piura, Blanco de Criollo",979,2012,70%,3.75,,Italy,Peru,no,41.87194,12.56738,IT,-9.189967,-75.015152,PE,SA
89,Amedei,Madagascar,2088,2018,70%,3.0,,Italy,Madagascar,no,41.87194,12.56738,IT,-18.766947,46.869107,MG,AF
90,Amedei,Chuao,2088,2018,70%,3.0,,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
91,Amedei,Porcelana,2092,2018,70%,3.0,Criollo,Italy,Venezuela (Bolivarian Republic of),no,41.87194,12.56738,IT,6.42375,-66.58973,VE,SA
92,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60%,4.0,Forastero (Parazinho),Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
93,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50%,3.75,Forastero (Parazinho),Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
94,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75%,3.75,Forastero (Parazinho),Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
95,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85%,2.75,Forastero (Parazinho),Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
96,AMMA,Catongo,1065,2013,75%,3.25,Forastero (Catongo),Brazil,Brazil,no,-14.235004,-51.92528,BR,-14.235004,-51.92528,BR,SA
97,Anahata,Elvesia,1259,2014,75%,3.0,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
98,Animas,Alto Beni,1852,2016,75%,3.5,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
99,Ara,Equateur,1379,2014,75%,2.75,,France,Ecuador,no,46.227638,2.213749,FR,-1.831239,-78.18340599999999,EC,SA
100,Ara,Madagascar,1375,2014,75%,3.0,Trinitario,France,Madagascar,no,46.227638,2.213749,FR,-18.766947,46.869107,MG,AF
101,Ara,Chiapas,1379,2014,72%,2.5,,France,Mexico,no,46.227638,2.213749,FR,23.634501,-102.552784,MX,NA
102,Ara,Trincheras,1379,2014,75%,3.0,,France,Venezuela (Bolivarian Republic of),no,46.227638,2.213749,FR,6.42375,-66.58973,VE,SA
103,Arete,Maya Mountain,1598,2015,70%,3.75,Trinitario,United States of America,Belize,no,37.09024,-95.712891,US,17.189877,-88.49765,BZ,NA
104,Arete,Fazenda Camboa,1534,2015,70%,3.5,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR,SA
105,Arete,Fazenda Camboa,1602,2015,75%,2.75,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR,SA
106,Arete,Oko Caribe,1598,2015,70%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
107,Arete,"Puerto Quito, heirloom",1534,2015,70%,3.75,Forastero (Nacional),United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
108,Arete,Camino Verde,1602,2015,75%,3.5,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
109,Arete,Guatemala,1602,2015,70%,3.25,,United States of America,Guatemala,no,37.09024,-95.712891,US,15.783471,-90.23075899999999,GT,NA
110,Arete,Chuno,1598,2015,70%,4.0,"Criollo, Trinitario",United States of America,Nicaragua,no,37.09024,-95.712891,US,12.865416,-85.207229,NI,NA
111,Arete,Nacional,1534,2015,68%,3.5,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
112,Arete,"Coto Brus, Terciopelo",1908,2016,70%,4.0,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
113,Arete,Elvesia,1928,2016,70%,3.75,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
114,Arete,Hacienda Victoria,1904,2016,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
115,Arete,Costa Esmeraldas,1904,2016,70%,3.25,,United States of America,Ecuador,no,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
116,Arete,Matasawalevu,1928,2016,70%,3.25,,United States of America,Fiji,no,37.09024,-95.712891,US,-17.713371,178.065032,FJ,OC
117,Arete,Lachua,1904,2016,70%,3.5,,United States of America,Guatemala,no,37.09024,-95.712891,US,15.783471,-90.23075899999999,GT,NA
118,Arete,"La Masica, FHIA",1908,2016,70%,3.5,,United States of America,Honduras,no,37.09024,-95.712891,US,15.199999,-86.241905,HN,NA
119,Arete,Rugoso,1904,2016,70%,3.75,,United States of America,Nicaragua,no,37.09024,-95.712891,US,12.865416,-85.207229,NI,NA
120,Arete,Phantom,1924,2016,70%,4.0,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
121,Arete,Kokoa Kamili,1724,2016,70%,3.75,,United States of America,"Tanzania, United Republic of",no,37.09024,-95.712891,US,-6.369028,34.888822,TZ,AF
122,Arete,San Juan,1724,2016,70%,3.5,Trinitario,United States of America,Trinidad and Tobago,no,37.09024,-95.712891,US,10.691803,-61.222503,TT,NA
123,Arete,Tien Giang,1900,2016,73%,3.5,Trinitario,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
124,Arete,Lam Dong,1928,2016,73%,3.25,,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
125,Arete,Beniano,2024,2017,70%,4.0,,United States of America,Plurinational State of Bolivia,no,37.09024,-95.712891,US,-16.290154,-63.58865299999999,BO,SA
126,Arete,Pisa,2028,2017,70%,4.0,,United States of America,Haiti,no,37.09024,-95.712891,US,18.971187,-72.285215,HT,NA
127,Arete,Anamalai,2020,2017,70%,3.5,,United States of America,India,no,37.09024,-95.712891,US,20.593684,78.96288,IN,AS
128,Arete,Sambirano Valley,2020,2017,70%,3.5,,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
129,Arete,Ucayali,2028,2017,70%,3.5,,United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
130,Arete,Ben Tre,2020,2017,73%,3.5,,United States of America,Viet Nam,no,37.09024,-95.712891,US,14.058324,108.277199,VN,AS
131,Arete,Ramnath E.,2068,2018,70%,3.0,,United States of America,Trinidad and Tobago,no,37.09024,-95.712891,US,10.691803,-61.222503,TT,NA
132,Artisan du Chocolat,Congo,300,2008,72%,3.75,Forastero,United Kingdom of Great Britain and Northern Ireland,Congo,no,55.378051,-3.435973,GB,-4.038333,21.758664,CD,AF
133,Artisan du Chocolat,Brazil Rio Doce,363,2009,72%,1.75,,United Kingdom of Great Britain and Northern Ireland,Brazil,no,55.378051,-3.435973,GB,-14.235004,-51.92528,BR,SA
134,Artisan du Chocolat,Dominican Republic,363,2009,72%,3.25,Trinitario,United Kingdom of Great Britain and Northern Ireland,Dominican Republic,no,55.378051,-3.435973,GB,18.735693,-70.162651,DO,NA
135,Artisan du Chocolat,Java,355,2009,72%,2.75,Trinitario,United Kingdom of Great Britain and Northern Ireland,Indonesia,no,55.378051,-3.435973,GB,-0.789275,113.921327,ID,AS
136,Artisan du Chocolat,Madagascar,363,2009,80%,3.0,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Madagascar,no,55.378051,-3.435973,GB,-18.766947,46.869107,MG,AF
137,Artisan du Chocolat,Peru,363,2009,75%,3.0,Criollo,United Kingdom of Great Britain and Northern Ireland,Peru,no,55.378051,-3.435973,GB,-9.189967,-75.015152,PE,SA
138,Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75%,2.5,"Criollo, Trinitario",United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
139,Artisan du Chocolat,Costa Rica,600,2010,72%,3.25,,United Kingdom of Great Britain and Northern Ireland,Costa Rica,no,55.378051,-3.435973,GB,9.748916999999999,-83.753428,CR,NA
140,Artisan du Chocolat,Bali,600,2010,72%,3.5,,United Kingdom of Great Britain and Northern Ireland,Indonesia,no,55.378051,-3.435973,GB,-0.789275,113.921327,ID,AS
141,Artisan du Chocolat,Jamaica,531,2010,72%,3.75,Trinitario,United Kingdom of Great Britain and Northern Ireland,Jamaica,no,55.378051,-3.435973,GB,18.109581,-77.297508,JM,NA
142,Artisan du Chocolat,Venezuela,486,2010,100%,1.75,,United Kingdom of Great Britain and Northern Ireland,Venezuela (Bolivarian Republic of),no,55.378051,-3.435973,GB,6.42375,-66.58973,VE,SA
143,Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72%,3.25,Trinitario,United Kingdom of Great Britain and Northern Ireland,Viet Nam,no,55.378051,-3.435973,GB,14.058324,108.277199,VN,AS
144,Artisan du Chocolat,Haiti,729,2011,72%,4.0,,United Kingdom of Great Britain and Northern Ireland,Haiti,no,55.378051,-3.435973,GB,18.971187,-72.285215,HT,NA
145,Artisan du Chocolat,Panama,745,2011,72%,2.75,,United Kingdom of Great Britain and Northern Ireland,Panama,no,55.378051,-3.435973,GB,8.537981,-80.782127,PA,NA
146,Artisan du Chocolat,"Colombia, Casa Luker",947,2012,72%,3.75,,United Kingdom of Great Britain and Northern Ireland,Colombia,no,55.378051,-3.435973,GB,4.570868,-74.297333,CO,SA
147,Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72%,3.25,Trinitario,United Kingdom of Great Britain and Northern Ireland,Trinidad and Tobago,no,55.378051,-3.435973,GB,10.691803,-61.222503,TT,NA
148,Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72%,2.75,Trinitario,United Kingdom of Great Britain and Northern Ireland,Colombia,no,55.378051,-3.435973,GB,4.570868,-74.297333,CO,SA
149,Askinosie,San Jose del Tambo,175,2007,70%,3.0,Forastero (Arriba),United States of America,Ecuador,yes,37.09024,-95.712891,US,-1.831239,-78.18340599999999,EC,SA
150,Askinosie,Xoconusco,141,2007,75%,2.5,Trinitario,United States of America,Mexico,yes,37.09024,-95.712891,US,23.634501,-102.552784,MX,NA
151,Askinosie,Davao,331,2009,77%,3.75,Trinitario,United States of America,Philippines,yes,37.09024,-95.712891,US,12.879721,121.774017,PH,AS
152,Askinosie,Cortes,661,2011,70%,3.75,Trinitario,United States of America,Honduras,yes,37.09024,-95.712891,US,15.199999,-86.241905,HN,NA
153,Askinosie,"Tenende, Uwate",647,2011,72%,3.75,Trinitario,United States of America,"Tanzania, United Republic of",yes,37.09024,-95.712891,US,-6.369028,34.888822,TZ,AF
154,Askinosie,Mababa,1780,2016,68%,3.75,Trinitario,United States of America,"Tanzania, United Republic of",yes,37.09024,-95.712891,US,-6.369028,34.888822,TZ,AF
155,Auro,"Saloy E., 2016",2056,2018,70%,3.5,,Philippines,Philippines,no,12.879721,121.774017,PH,12.879721,121.774017,PH,AS
156,Auro,"Paquibao E., 2016",2056,2018,70%,3.0,,Philippines,Philippines,no,12.879721,121.774017,PH,12.879721,121.774017,PH,AS
157,Auro,South Cotabato,2056,2018,70%,3.0,,Philippines,Philippines,no,12.879721,121.774017,PH,12.879721,121.774017,PH,AS
158,Auro,Davao,2056,2018,77%,2.75,,Philippines,Philippines,no,12.879721,121.774017,PH,12.879721,121.774017,PH,AS
159,Bahen & Co.,Bahia,999,2012,70%,2.5,,Australia,Brazil,no,-25.274398,133.775136,AU,-14.235004,-51.92528,BR,SA
160,Bahen & Co.,Sambirano,995,2012,70%,3.0,Trinitario,Australia,Madagascar,no,-25.274398,133.775136,AU,-18.766947,46.869107,MG,AF
162,Bahen & Co.,Papua New Guinea,1474,2015,70%,3.5,,Australia,Papua New Guinea,no,-25.274398,133.775136,AU,-6.314992999999999,143.95555,PG,OC
164,Bakau,"Huallabamba, 2015",1454,2015,70%,3.5,,Peru,Peru,no,-9.189967,-75.015152,PE,-9.189967,-75.015152,PE,SA
165,Bakau,"Bambamarca, 2015",1454,2015,70%,2.75,,Peru,Peru,no,-9.189967,-75.015152,PE,-9.189967,-75.015152,PE,SA
166,Bar Au Chocolat,Duarte Province,983,2012,70%,3.25,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
167,Bar Au Chocolat,Sambirano,983,2012,70%,3.75,Trinitario,United States of America,Madagascar,no,37.09024,-95.712891,US,-18.766947,46.869107,MG,AF
168,Bar Au Chocolat,Chiapas,983,2012,70%,3.5,,United States of America,Mexico,no,37.09024,-95.712891,US,23.634501,-102.552784,MX,NA
169,Bar Au Chocolat,Maranon Canyon,1295,2014,70%,4.0,Forastero (Nacional),United States of America,Peru,no,37.09024,-95.712891,US,-9.189967,-75.015152,PE,SA
170,Bar Au Chocolat,Bahia,1554,2015,70%,3.5,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR,SA
171,Bar Au Chocolat,"Turrialba, Cartago P.",1980,2017,72%,3.5,,United States of America,Costa Rica,no,37.09024,-95.712891,US,9.748916999999999,-83.753428,CR,NA
172,Bar Au Chocolat,Montserrat Hills,1980,2017,80%,3.5,,United States of America,Trinidad and Tobago,no,37.09024,-95.712891,US,10.691803,-61.222503,TT,NA
173,Baravelli's,single estate,955,2012,80%,2.75,,United Kingdom of Great Britain and Northern Ireland,Costa Rica,no,55.378051,-3.435973,GB,9.748916999999999,-83.753428,CR,NA
174,Batch,Brazil,1868,2016,70%,3.75,,United States of America,Brazil,no,37.09024,-95.712891,US,-14.235004,-51.92528,BR,SA
175,Batch,"Dominican Republic, Batch 3",1840,2016,65%,3.5,,United States of America,Dominican Republic,no,37.09024,-95.712891,US,18.735693,-70.162651,DO,NA
